456118|20
456234|50
455212|40
455212O|100
405214|0
405214O|33
405314O|150
455214O|39
455314|100
455314O|140
455114O|150
405218|1
405318|3
4052316|100
4552316|200
455234|53
455234O|50
455334|53
455334O|50
455134O|41
405338O|100
405138|82
405138O|150
455238O|100
455338|60
455338O|100
455138O|144
4052516O|50
4053516O|150
4552516O|142
4553516|150
4551516O|124
455258|60
455278O|19
455378|0
455178|60
401110|440
401110O|250
451210|230
451310|1140
451310O|150
451110O|100
451212O|150
451312O|150
451112O|150
451216|60
451216O|23
451316|67
451316O|50
451116|100
451116O|34
451220|100
451220O|50
451320O|48
451222O|32
451322|25
451122O|57
451224|100
451224O|50
401203O|248
451230|48
451230O|30
401304O|245
401104|600
451204O|236
401205|250
401305O|282
401105|200
451105O|173
401206|410
451206|90
451206O|242
451306O|115
451208|88
451208O|556
451108|300
4521161|50
45221615|96
453212|60
403214|200
453214|234
453114|53
403338|92
453338|600
4032516|45
4532516|175
4531516|98
453258|60
453358|33
453210|93
403205|89
454212|60
4041516|98
4542716|87
4543716|1400
502915|100
