MC-712|20.04|18.04
MC-713|30.91|27.82
MC-714|32.60|29.34
MC-715|45.91|41.32
MC-719|123.00|110.70
MC-501|12.54|11.29
MC-502|9.93|8.94
MC-504|12.80|11.52
MC-505|13.42|12.08
MC-507|13.17|11.85
MC-508|15.40|13.86
MC-515|15.23|13.71
MC-516|18.98|17.08
MC-518|21.16|19.04
MC-520|21.00|18.90
MC-522|19.71|17.74
MC-524|26.00|23.40
MC-525|21.00|18.90
MC-526|24.42|21.98
MC-527|24.70|22.23
PB-801|20.74|18.67
PB-802|25.36|22.83
PB-803|25.36|22.83
PB-805|38.19|34.37
PB-806|42.65|38.38
PB-807|81.01|72.91
PB-813|34.46|31.01
PB-850|12.94|11.64
PB-851|15.02|13.52
PB-852|19.50|17.55
PB-853|23.11|20.80
PB-882|55.71|50.14
		
ML-001|9.81|8.83
ML-002|9.81|8.83
ML-003|9.81|8.83
ML-005|12.03|10.83
ML-006|12.51|11.25
ML-007|14.06|12.65
ML-008|15.53|13.97
ML-009|21.53|19.38
ML-010|22.53|20.27
ML-011|30.07|27.06
ML-012|41.09|36.98
ML-013|55.13|49.62
ML-014|74.43|66.99
ML-015|9.81|8.83
ML-017|9.81|8.83
ML-018|9.81|8.83
ML-020|12.03|10.83
ML-021|12.51|11.25
ML-022|14.06|12.65
ML-023|15.53|13.97
ML-024|21.53|19.38
ML-025|22.53|20.27
ML-026|30.07|27.06
ML-027|41.09|36.98
ML-028|55.13|49.62
ML-029|74.43|66.99
ML-030|9.81|8.83
ML-032|9.81|8.83
ML-033|9.81|8.83
ML-035|12.03|10.83
ML-036|12.51|11.25
ML-037|14.06|12.65
ML-038|15.53|13.97
ML-038A|10.37|9.33
ML-039|21.53|19.38
ML-039A|14.37|12.93
ML-040|22.53|20.27
ML-041|30.07|27.06
ML-042|41.09|36.98
ML-043|55.13|49.62
ML-044|74.43|66.99
ML-045|10.65|9.58
ML-046|10.65|9.58
ML-047|10.65|9.58
ML-048|10.65|9.58
ML-049|11.52|10.37
ML-050|12.05|10.84
ML-051|13.51|12.16
ML-052|15.07|13.56
ML-053|18.53|16.68
ML-054|22.58|20.32
ML-055|28.82|25.93
ML-056|37.54|33.79
ML-057|48.14|43.32
ML-058|52.62|47.36
ML-059|62.84|56.56
ML-060|11.52|10.37
ML-061|13.51|12.16
ML-062|15.07|13.56
ML-063|15.07|13.56
ML-064|18.53|16.68
ML-065|18.53|16.68
ML-066|18.53|16.68
ML-067|22.58|20.32
ML-068|22.58|20.32
ML-070|28.82|25.93
ML-071|37.54|33.79
ML-072|48.14|43.32
ML-073|52.62|47.36
ML-074|62.84|56.56
ML-075|16.45|14.81
ML-076|20.50|18.45
ML-077|31.03|27.92
ML-078|37.49|33.74
ML-079|75.07|67.56
ML-080|141.61|127.45
ML-081|12.31|11.08
ML-082|14.67|13.20
ML-083|19.31|17.38
ML-084|26.36|23.72
ML-085|50.43|45.39
ML-086|56.82|51.14
MR-001|24.19|21.77
MR-001A|16.16|14.54
MR-002|24.19|21.77
MR-002A|16.16|14.54
MR-003|25.94|23.35
MR-003A|17.31|15.58
MR-004|28.88|25.99
MR-005|28.88|25.99
MR-005A|19.27|17.35
MR-006|35.07|31.57
MR-006A|23.37|21.03
MR-007|38.05|34.25
MR-007A|25.36|22.83
MR-008|44.25|39.82
MR-008A|29.52|26.57
MR-009|59.74|53.76
MR-009A|39.79|35.81
MR-010|77.28|69.55
MR-010A|51.54|46.38
MR-011|92.63|83.37
MR-011A|61.76|55.58
MR-012|143.41|129.07
MR-012A|95.60|86.04
MR-013|206.96|186.26
MR-013A|137.98|124.19
MR-014|296.79|267.11
MR-014A|197.83|178.05
MR-015|24.19|21.77
MR-015A|16.16|14.54
MR-017|24.19|21.77
MR-017A|16.16|14.54
MR-018|25.94|23.35
MR-018A|17.31|15.58
MR-019|28.88|25.99
MR-020|28.88|25.99
MR-020A|19.27|17.35
MR-021|35.07|31.57
MR-021A|23.37|21.03
MR-022|38.05|34.25
MR-022A|25.36|22.83
MR-023|44.25|39.82
MR-023A|29.52|26.57
MR-024|59.74|53.76
MR-024A|39.79|35.81
MR-025|77.28|69.55
MR-025A|51.54|46.38
MR-026|92.63|83.37
MR-026A|61.76|55.58
MR-027|143.41|129.07
MR-027A|95.60|86.04
MR-028|206.96|186.26
MR-028A|137.98|124.19
MR-029|296.79|267.11
MR-029A|197.83|178.05
MR-033|17.31|15.58
MR-035|19.27|17.35
MR-036|23.40|21.06
MR-037|25.40|22.86
MR-038|29.44|26.50
MR-039|39.74|35.76
MR-040|51.31|46.18
MR-041|61.73|55.56
MR-042|95.60|86.04
MR-043|137.98|124.19
MR-044|197.88|178.09
MR-149|25.78|23.20
MR-045|24.19|21.77
MR-045A|16.14|14.53
MR-047|22.41|20.17
MR-047A|14.93|13.44
MR-048|25.97|23.37
MR-048A|17.31|15.58
MR-049|28.88|25.99
MR-049A|19.26|17.33
MR-050|35.02|31.51
MR-050A|23.35|21.02
MR-051|35.02|31.51
MR-051A|23.35|21.02
MR-052|44.26|39.84
MR-052A|29.50|26.55
